,SUBJECT_22
training duration,86.57472562789917
,train,valid,test
logloss,0.5464750129470841,0.5768402675412736,0.5395711870335821
accuracy,0.9979022445982798,0.9811320754716981,0.9970149253731343
macro-precision,0.9941467461186408,0.8939793736203089,0.9166666666666666
macro-recall,0.9897480506901003,0.8431765701970443,0.8888888888888888
macro-f1,0.991876284645925,0.8609488555822323,0.9
weighted-f1,0.9978993082869709,0.9809098828855648,0.9982089552238805
micro-f1,0.9979022445982798,0.9811320754716981,0.9970149253731343
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.9996685449121645,0.999630314232902,1.0,0.9961710274409701,0.9968051118210862,0.9991163475699558,0.9833333333333333,0.9836065573770492,0.9893617021276596,0.9863013698630138,0.9959183673469388,0.9726027397260274
valid,1.0,0.9966777408637874,1.0,0.9828571428571428,0.984375,1.0,0.8333333333333333,0.8,0.761904761904762,0.631578947368421,0.7692307692307692,0.5714285714285715
test,1.0,1.0,1.0,1.0,1.0,1.0,1.0,missed_category,0.0,1.0,1.0,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1561.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,6.0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,1.0,0.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,1.0,0.0,0.0,1.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,93.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,2.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,172.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,3.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0
STAND_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,10.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0
confusion_matrix_test
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,46.0,0.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,42.0,0.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,36.0,0.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,62.0,0.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,0.0,65.0,0.0,0.0,missed_category,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,0.0,0.0,72.0,0.0,missed_category,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,2.0,missed_category,0.0,0.0,0.0,0.0
SIT_TO_STAND,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category,missed_category
SIT_TO_LIE,0,0,0,0,0,0,0,missed_category,0,0,0,0
LIE_TO_SIT,0,0,0,0,0,0,0,missed_category,0,2,0,0
STAND_TO_LIE,0,0,0,0,0,0,0,missed_category,0,0,3,0
LIE_TO_STAND,0,0,0,0,0,0,0,missed_category,0,0,0,2
,index,real_category,predicted_category
0,109,11,7
