,SUBJECT_3
training duration,86.80543828010559
,train,valid,test
logloss,0.5452323567913645,0.5606094114940575,0.5972620291962265
accuracy,0.9985283296541575,0.9933774834437086,0.9860724233983287
macro-precision,0.9971185931003385,0.9355129027658968,0.9672470978441127
macro-recall,0.9940938026448934,0.94245337995338,0.9727564102564102
macro-f1,0.9955951615376774,0.9358225706909917,0.9655311355311357
weighted-f1,0.9985269571646412,0.9931255901479473,0.9861005846521169
micro-f1,0.9985283296541575,0.9933774834437086,0.9860724233983287
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,1.0,1.0,1.0,0.9968213604577241,0.9973935708079931,0.9994134897360704,0.9917355371900827,1.0,1.0,0.9863013698630136,0.9958847736625513,0.979591836734694
valid,0.996996996996997,1.0,1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.7368421052631579,0.875,0.888888888888889,0.875
test,1.0,1.0,1.0,0.9600000000000001,1.0,0.9692307692307692,1.0,1.0,1.0,0.8571428571428571,1.0,0.8
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1568.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,2.0,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,1.0,0.0,1704.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,1.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0
